,DATE_REPORTED,DATE_OCCURRED,TIME_OCCURRED,PATROL_DIVISION,AREA_NAME,CRIME_CODE,CRIME_DESCRIPTION,VICTIM_AGE,VICTIM_SEX,VICTIM_RACE,PREMISE,LAT,LON
111,2010-01-14,2010-01-14,1445,1.0,Central,624,BATTERY - SIMPLE ASSAULT,38,F,B,STREET,34.064,-118.2375
112,2010-01-15,2010-01-14,2000,1.0,Central,210,ROBBERY,40,M,H,STREET,34.035,-118.2386
113,2010-01-15,2010-01-15,245,1.0,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,F,W,SIDEWALK,34.0409,-118.2609
114,2010-01-16,2010-01-15,1745,1.0,Central,755,BOMB SCARE,29,F,B,LIBRARY,34.0502,-118.254
115,2010-01-16,2010-01-15,2030,1.0,Central,210,ROBBERY,47,M,A,SIDEWALK,34.0515,-118.2424
116,2010-01-17,2010-01-16,1735,1.0,Central,946,OTHER MISCELLANEOUS CRIME,41,M,W,ALLEY,34.0389,-118.255
117,2010-01-23,2010-01-23,1225,1.0,Central,237,CHILD NEGLECT (SEE 300 W.I.C.),11,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0401,-118.2668
118,2010-01-23,2010-01-23,1100,1.0,Central,210,ROBBERY,50,M,W,STREET,34.0428,-118.2461
119,2010-01-23,2010-01-23,2000,1.0,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0545,-118.2499
120,2010-01-26,2010-01-26,1820,1.0,Central,210,ROBBERY,37,M,H,SIDEWALK,34.0563,-118.2374
121,2010-01-28,2010-01-28,2345,1.0,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,28,M,O,PARKING LOT,34.0502,-118.254
122,2010-01-30,2010-01-29,1630,1.0,Central,330,BURGLARY FROM VEHICLE,25,F,W,STREET,34.0454,-118.236
123,2010-01-31,2010-01-31,130,1.0,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),31,M,H,RESTAURANT/FAST FOOD,34.0472,-118.2371
124,2010-01-31,2010-01-31,1000,1.0,Central,624,BATTERY - SIMPLE ASSAULT,36,F,H,SINGLE FAMILY DWELLING,34.0382,-118.2665
125,2010-02-01,2010-01-31,1700,1.0,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,F,B,SIDEWALK,34.0423,-118.2452
126,2010-02-01,2010-01-31,2200,1.0,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,50,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.046,-118.2509
127,2010-02-01,2010-01-31,1930,1.0,Central,624,BATTERY - SIMPLE ASSAULT,40,M,W,BAR/COCKTAIL/NIGHTCLUB,34.0461,-118.2476
128,2010-02-01,2010-01-31,1720,1.0,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,M,W,OTHER PREMISE,34.0437,-118.2652
129,2010-02-05,2010-02-03,1255,1.0,Central,946,OTHER MISCELLANEOUS CRIME,27,M,H,OTHER PREMISE,34.0357,-118.2563
130,2010-02-02,2010-02-01,1355,1.0,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,48,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0394,-118.2405
131,2010-02-05,2010-02-05,1425,1.0,Central,624,BATTERY - SIMPLE ASSAULT,32,F,H,STREET,34.0446,-118.245
132,2010-02-06,2010-02-06,110,1.0,Central,624,BATTERY - SIMPLE ASSAULT,36,F,H,BAR/COCKTAIL/NIGHTCLUB,34.045,-118.264
133,2010-02-05,2010-02-05,2030,1.0,Central,624,BATTERY - SIMPLE ASSAULT,45,F,B,HOTEL,34.0439,-118.2514
134,2010-02-10,2010-02-08,1625,1.0,Central,330,BURGLARY FROM VEHICLE,22,F,W,PARKING LOT,34.0415,-118.2654
135,2010-02-08,2010-02-08,1800,1.0,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),23,M,H,OTHER BUSINESS,34.048,-118.2577
136,2010-02-11,2010-02-10,1900,1.0,Central,220,ATTEMPTED ROBBERY,27,M,H,RESTAURANT/FAST FOOD,34.0502,-118.2574
137,2010-02-11,2010-02-10,1800,1.0,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23,M,B,DEPARTMENT STORE,34.048,-118.2577
138,2010-02-11,2010-02-11,1515,1.0,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,H,SIDEWALK,34.0389,-118.2643
139,2010-02-13,2010-02-13,55,1.0,Central,624,BATTERY - SIMPLE ASSAULT,24,M,O,STREET,34.045,-118.264
140,2010-02-13,2010-02-13,150,1.0,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,F,W,RESTAURANT/FAST FOOD,34.0559,-118.2296
141,2010-02-15,2010-02-14,1500,1.0,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",34.0426,-118.2412
142,2010-02-15,2010-02-15,100,1.0,Central,210,ROBBERY,22,F,O,STREET,34.0544,-118.2466
